iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__penalty,param_clf__l1_ratio,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,80,0.14805855751037597,0.022932765388897124,0.015630006790161133,0.004224324979860137,l1,0.1,22.854638641349883,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.1, 'clf__C': 22.854638641349883}",0.828125,0.6181818181818182,0.7666666666666666,0.625,0.7333333333333334,0.7142613636363636,0.08157677805937869,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.05029702186584473,0.008329790801931723,0.0156278133392334,0.005867121797454755,elasticnet,0.0,2.154434690031882,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.0, 'clf__C': 2.154434690031882}",0.859375,0.7272727272727273,0.7166666666666666,0.625,0.7666666666666666,0.7389962121212121,0.07601038310797009,7,1.0,0.9969230769230769,1.0,1.0,1.0,0.9993846153846153,0.0012307692307692351
0,80,0.13211755752563475,0.01713699638810075,0.01373295783996582,0.003514396435533213,l1,0.2,100.0,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.2, 'clf__C': 100.0}",0.890625,0.6363636363636364,0.7833333333333333,0.640625,0.7333333333333334,0.7368560606060606,0.09505427666909784,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.08038091659545898,0.006768514448135602,0.013690185546875,0.0028065596675359112,elasticnet,0.2,22.854638641349883,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.2, 'clf__C': 22.854638641349883}",0.890625,0.6545454545454545,0.7666666666666666,0.640625,0.7333333333333334,0.7371590909090908,0.0900899132223852,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.06079888343811035,0.003802149975173377,0.01057591438293457,0.0008678714202790318,l2,0.2,17.012542798525857,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.2, 'clf__C': 17.012542798525857}",0.890625,0.6545454545454545,0.7666666666666666,0.65625,0.7333333333333334,0.7402840909090909,0.08690176578318232,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.054894876480102536,0.006183522500174991,0.012272214889526368,0.003934742979081613,l2,0.7000000000000001,9.426684551178845,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.7000000000000001, 'clf__C': 9.426684551178845}",0.890625,0.6727272727272727,0.7666666666666666,0.65625,0.75,0.7472537878787879,0.0833973583249129,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.04383206367492676,0.006703032799401409,0.014145421981811523,0.0030673454785045662,l1,0.7000000000000001,0.0024244620170823282,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.7000000000000001, 'clf__C': 0.0024244620170823282}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,15,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0,80,0.037956762313842776,0.006594761500437773,0.013932466506958008,0.0028417282890496214,l1,0.1,0.062355073412739125,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.1, 'clf__C': 0.062355073412739125}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,15,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0,80,0.08506793975830078,0.006978828754662894,0.006825733184814453,0.0012124806917340962,elasticnet,0.5,55.41020330009481,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.5, 'clf__C': 55.41020330009481}",0.890625,0.6363636363636364,0.7833333333333333,0.640625,0.7333333333333334,0.7368560606060606,0.09505427666909784,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.02864537239074707,0.0028445219775361827,0.009375047683715821,0.0006660723769809972,l2,0.0,0.019144819761699575,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.0, 'clf__C': 0.019144819761699575}",0.78125,0.7636363636363637,0.7,0.734375,0.75,0.7458522727272727,0.027642848371969623,4,0.9391025641025641,0.8769230769230769,0.9375,0.9385714285714286,0.9613636363636364,0.9306921411921412,0.028323199724293598
