iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__scale_pos_weight,param_clf__reg_lambda,param_clf__reg_alpha,param_clf__n_estimators,param_clf__min_child_weight,param_clf__max_depth,param_clf__max_bin,param_clf__learning_rate,param_clf__grow_policy,param_clf__gamma,param_clf__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,80,1.7254858016967773,0.0334779475430372,0.013063812255859375,0.0014012473521184457,0.7,2.3333333333333335,0.2,1.0,1500,2,4,512,0.12421052631578948,lossguide,3.0,0.95,"{'clf__subsample': np.float64(0.7), 'clf__scale_pos_weight': np.float64(2.3333333333333335), 'clf__reg_lambda': np.float64(0.2), 'clf__reg_alpha': np.float64(1.0), 'clf__n_estimators': np.int64(1500), 'clf__min_child_weight': 2, 'clf__max_depth': 4, 'clf__max_bin': 512, 'clf__learning_rate': np.float64(0.12421052631578948), 'clf__grow_policy': 'lossguide', 'clf__gamma': np.float64(3.0), 'clf__colsample_bytree': np.float64(0.95)}",0.8677780552780554,0.5333333333333333,0.7486471861471862,0.6535037878787878,0.6446127946127946,0.6895750314500314,0.11223194086051354,6,0.8848018879268881,0.9203582187783106,0.9633302005012532,0.9401235512607691,0.9731555274994081,0.9363538771933259,0.03165363363816707
0,80,1.666505479812622,0.03166981887678181,0.011702728271484376,0.000250565172845411,1.0,2.3333333333333335,1.4000000000000001,1.4000000000000001,1100,1,5,512,0.19052631578947368,depthwise,1.0,0.95,"{'clf__subsample': np.float64(1.0), 'clf__scale_pos_weight': np.float64(2.3333333333333335), 'clf__reg_lambda': np.float64(1.4000000000000001), 'clf__reg_alpha': np.float64(1.4000000000000001), 'clf__n_estimators': np.int64(1100), 'clf__min_child_weight': 1, 'clf__max_depth': 5, 'clf__max_bin': 512, 'clf__learning_rate': np.float64(0.19052631578947368), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(1.0), 'clf__colsample_bytree': np.float64(0.95)}",0.8000811688311689,0.602983682983683,0.7297008547008546,0.6309523809523809,0.6382575757575757,0.6803951326451326,0.07344180474287329,7,0.9763888888888889,0.9640718680026559,0.9820586622807017,0.9298719138004852,0.9866600790513835,0.9678102824048231,0.02042165128736373
0,80,1.60093994140625,0.0346331446009697,0.009499502182006837,0.0013372908804922027,0.75,4.666666666666667,0.8,0.4,500,2,8,256,0.16210526315789472,lossguide,1.5,0.7,"{'clf__subsample': np.float64(0.75), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(0.8), 'clf__reg_alpha': np.float64(0.4), 'clf__n_estimators': np.int64(500), 'clf__min_child_weight': 2, 'clf__max_depth': 8, 'clf__max_bin': 256, 'clf__learning_rate': np.float64(0.16210526315789472), 'clf__grow_policy': 'lossguide', 'clf__gamma': np.float64(1.5), 'clf__colsample_bytree': np.float64(0.7)}",0.8920454545454546,0.44999999999999996,0.6973905723905723,0.6003434065934066,0.5417989417989418,0.6363156750656751,0.15104225298747195,12,0.9614769489769489,1.0,1.0,1.0,1.0,0.9922953897953898,0.015409220409220435
0,80,0.39197535514831544,0.5840768912956995,0.010093355178833007,0.0016504005378795413,0.85,4.666666666666667,1.0,1.6,800,1,3,512,0.17157894736842105,depthwise,1.0,1.0,"{'clf__subsample': np.float64(0.85), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(1.0), 'clf__reg_alpha': np.float64(1.6), 'clf__n_estimators': np.int64(800), 'clf__min_child_weight': 1, 'clf__max_depth': 3, 'clf__max_bin': 512, 'clf__learning_rate': np.float64(0.17157894736842105), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(1.0), 'clf__colsample_bytree': np.float64(1.0)}",0.8050595238095238,0.4755555555555556,0.8092592592592592,0.6614583333333333,0.723087098087098,0.6948839540089541,0.12266866140425307,5,0.9866452991452991,0.9453133212415081,1.0,0.9952380952380953,1.0,0.9854393431249804,0.020647483925913212
0,80,0.12003288269042969,0.019165477366721084,0.010182380676269531,0.001169661604551459,0.95,1.1666666666666667,0.8,0.8,1200,10,6,512,0.10526315789473685,lossguide,2.5,0.75,"{'clf__subsample': np.float64(0.95), 'clf__scale_pos_weight': np.float64(1.1666666666666667), 'clf__reg_lambda': np.float64(0.8), 'clf__reg_alpha': np.float64(0.8), 'clf__n_estimators': np.int64(1200), 'clf__min_child_weight': 10, 'clf__max_depth': 6, 'clf__max_bin': 512, 'clf__learning_rate': np.float64(0.10526315789473685), 'clf__grow_policy': 'lossguide', 'clf__gamma': np.float64(2.5), 'clf__colsample_bytree': np.float64(0.75)}",0.5,0.3125,0.375,0.5,0.375,0.4125,0.075,16,0.1875,0.390625,0.25,0.21875,0.3125,0.271875,0.0723489806424389
0,80,0.09630904197692872,0.01892350533539275,0.011002302169799805,0.0016322039108813908,0.85,2.3333333333333335,0.6000000000000001,2.0,1000,2,4,128,0.14315789473684212,depthwise,3.0,1.0,"{'clf__subsample': np.float64(0.85), 'clf__scale_pos_weight': np.float64(2.3333333333333335), 'clf__reg_lambda': np.float64(0.6000000000000001), 'clf__reg_alpha': np.float64(2.0), 'clf__n_estimators': np.int64(1000), 'clf__min_child_weight': 2, 'clf__max_depth': 4, 'clf__max_bin': 128, 'clf__learning_rate': np.float64(0.14315789473684212), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(3.0), 'clf__colsample_bytree': np.float64(1.0)}",0.7633928571428572,0.5866666666666667,0.8028490028490027,0.7929268648018648,0.6861471861471862,0.7263965155215155,0.08097461165497498,2,0.8237932206682207,0.8427438939928245,0.9108096435413245,0.8614007024721311,0.9243653623065389,0.8726225645962078,0.03882921603186895
0,80,0.09190506935119629,0.017372245829949045,0.010273933410644531,0.001593419534765227,0.65,4.666666666666667,1.2000000000000002,0.0,900,1,8,256,0.14315789473684212,depthwise,3.5,0.85,"{'clf__subsample': np.float64(0.65), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(1.2000000000000002), 'clf__reg_alpha': np.float64(0.0), 'clf__n_estimators': np.int64(900), 'clf__min_child_weight': 1, 'clf__max_depth': 8, 'clf__max_bin': 256, 'clf__learning_rate': np.float64(0.14315789473684212), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(3.5), 'clf__colsample_bytree': np.float64(0.85)}",0.8764880952380953,0.5566233766233766,0.7402777777777778,0.6614583333333333,0.673941798941799,0.7017578763828765,0.10533398553108668,4,0.9790695415695415,0.9776478030995194,1.0,1.0,1.0,0.9913434689338121,0.01061157053303263
0,80,0.1191927433013916,0.022413039031232283,0.004902839660644531,0.00012616033500842004,0.6,4.666666666666667,0.2,2.8000000000000003,1500,1,6,128,0.10526315789473685,depthwise,5.0,0.65,"{'clf__subsample': np.float64(0.6), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(0.2), 'clf__reg_alpha': np.float64(2.8000000000000003), 'clf__n_estimators': np.int64(1500), 'clf__min_child_weight': 1, 'clf__max_depth': 6, 'clf__max_bin': 128, 'clf__learning_rate': np.float64(0.10526315789473685), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(5.0), 'clf__colsample_bytree': np.float64(0.65)}",0.8613095238095239,0.6000000000000001,0.8061868686868686,0.7101190476190475,0.7291666666666666,0.7413564213564213,0.08910413591443361,1,0.8122603091353091,0.7906956556312503,0.8679622323947982,0.8550156387341261,0.9020546193572512,0.8455976910505469,0.039753917361894854
0,80,0.06512117385864258,0.012318134704718013,0.0073737621307373045,0.0013130969630925087,0.7,4.666666666666667,2.6,0.8,700,5,5,128,0.0768421052631579,lossguide,3.0,0.85,"{'clf__subsample': np.float64(0.7), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(2.6), 'clf__reg_alpha': np.float64(0.8), 'clf__n_estimators': np.int64(700), 'clf__min_child_weight': 5, 'clf__max_depth': 5, 'clf__max_bin': 128, 'clf__learning_rate': np.float64(0.0768421052631579), 'clf__grow_policy': 'lossguide', 'clf__gamma': np.float64(3.0), 'clf__colsample_bytree': np.float64(0.85)}",0.7904761904761906,0.3848595848595848,0.7668350168350169,0.7343749999999999,0.5972222222222222,0.6547536028786028,0.1506486453579298,10,0.7802188552188553,0.8555198441167339,0.8911493577694236,0.9401418143014779,0.9709308333948479,0.8875921409602677,0.06674895404742691
0,80,0.11048755645751954,0.010584841070326128,0.005055284500122071,0.00025845460770936653,0.65,4.666666666666667,1.4000000000000001,2.0,1200,1,5,128,0.18105263157894738,lossguide,0.5,0.85,"{'clf__subsample': np.float64(0.65), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(1.4000000000000001), 'clf__reg_alpha': np.float64(2.0), 'clf__n_estimators': np.int64(1200), 'clf__min_child_weight': 1, 'clf__max_depth': 5, 'clf__max_bin': 128, 'clf__learning_rate': np.float64(0.18105263157894738), 'clf__grow_policy': 'lossguide', 'clf__gamma': np.float64(0.5), 'clf__colsample_bytree': np.float64(0.85)}",0.9208333333333334,0.5422222222222223,0.6256313131313131,0.6684523809523809,0.7946127946127945,0.7103504088504089,0.1331187952269259,3,0.9707362082362082,0.9897327976371455,1.0,1.0,1.0,0.9920938011746706,0.011395131007813685
1,240,0.1251194953918457,0.027448069673365525,0.011087465286254882,0.0009549716874757544,0.65,4.666666666666667,1.2000000000000002,0.0,900,1,8,256,0.14315789473684212,depthwise,3.5,0.85,"{'clf__subsample': np.float64(0.65), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(1.2000000000000002), 'clf__reg_alpha': np.float64(0.0), 'clf__n_estimators': np.int64(900), 'clf__min_child_weight': 1, 'clf__max_depth': 8, 'clf__max_bin': 256, 'clf__learning_rate': np.float64(0.14315789473684212), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(3.5), 'clf__colsample_bytree': np.float64(0.85)}",0.8476952613251035,0.6790068053557661,0.5127753241692825,0.6203828559387773,0.6778051732770403,0.667533084013194,0.10850684814557526,8,0.9881187501854876,0.9958655944712609,0.9826783147293027,0.999384236453202,0.9848733497760949,0.9901840491230696,0.006414490478571049
1,240,0.1589521884918213,0.023040329226692476,0.009814262390136719,0.0017005876314962593,0.65,4.666666666666667,1.4000000000000001,2.0,1200,1,5,128,0.18105263157894738,lossguide,0.5,0.85,"{'clf__subsample': np.float64(0.65), 'clf__scale_pos_weight': np.float64(4.666666666666667), 'clf__reg_lambda': np.float64(1.4000000000000001), 'clf__reg_alpha': np.float64(2.0), 'clf__n_estimators': np.int64(1200), 'clf__min_child_weight': 1, 'clf__max_depth': 5, 'clf__max_bin': 128, 'clf__learning_rate': np.float64(0.18105263157894738), 'clf__grow_policy': 'lossguide', 'clf__gamma': np.float64(0.5), 'clf__colsample_bytree': np.float64(0.85)}",0.8684308807134894,0.5602941023053805,0.5649162022188338,0.5852902233113443,0.6812054096208631,0.6520273636339822,0.11673819610351545,11,0.9996753246753247,1.0,0.9979588360644763,1.0,0.9988194864995956,0.9992907294478794,0.0007937320482687725
1,240,0.11142992973327637,0.02199685709575815,0.01009354591369629,0.0012407251049317697,0.85,2.3333333333333335,0.6000000000000001,2.0,1000,2,4,128,0.14315789473684212,depthwise,3.0,1.0,"{'clf__subsample': np.float64(0.85), 'clf__scale_pos_weight': np.float64(2.3333333333333335), 'clf__reg_lambda': np.float64(0.6000000000000001), 'clf__reg_alpha': np.float64(2.0), 'clf__n_estimators': np.int64(1000), 'clf__min_child_weight': 2, 'clf__max_depth': 4, 'clf__max_bin': 128, 'clf__learning_rate': np.float64(0.14315789473684212), 'clf__grow_policy': 'depthwise', 'clf__gamma': np.float64(3.0), 'clf__colsample_bytree': np.float64(1.0)}",0.7948351137166927,0.5712953454655135,0.49427890198603,0.5216123952028839,0.7285666414270533,0.6221176795596346,0.11848178629845871,13,0.8337597655735953,0.8843277498323767,0.8788007892428702,0.9191057560176413,0.8725872043402426,0.8777162530013453,0.02726337835373965
