iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__penalty,param_clf__l1_ratio,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,80,0.1699150562286377,0.02777845839611847,0.014732980728149414,0.007521000969246223,l1,0.1,22.854638641349883,"{'clf__penalty': 'l1', 'clf__l1_ratio': np.float64(0.1), 'clf__C': np.float64(22.854638641349883)}",0.828125,0.6181818181818182,0.7666666666666666,0.625,0.7333333333333334,0.7142613636363636,0.08157677805937869,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.049652385711669925,0.004850572422403972,0.011709499359130859,0.0014745675334753377,elasticnet,0.0,2.154434690031882,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': np.float64(0.0), 'clf__C': np.float64(2.154434690031882)}",0.859375,0.7272727272727273,0.7166666666666666,0.625,0.7666666666666666,0.7389962121212121,0.07601038310797009,7,1.0,0.9969230769230769,1.0,1.0,1.0,0.9993846153846153,0.0012307692307692351
0,80,0.1440709114074707,0.020806516594080237,0.014529752731323241,0.0035554172999501046,l1,0.2,100.0,"{'clf__penalty': 'l1', 'clf__l1_ratio': np.float64(0.2), 'clf__C': np.float64(100.0)}",0.890625,0.6363636363636364,0.7833333333333333,0.640625,0.7333333333333334,0.7368560606060606,0.09505427666909784,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.07886109352111817,0.007487947409992247,0.014113998413085938,0.0036792924194876944,elasticnet,0.2,22.854638641349883,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': np.float64(0.2), 'clf__C': np.float64(22.854638641349883)}",0.890625,0.6545454545454545,0.7666666666666666,0.640625,0.7333333333333334,0.7371590909090908,0.0900899132223852,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.056326436996459964,0.005443948236242297,0.012546348571777343,0.003940368498947119,l2,0.2,17.012542798525857,"{'clf__penalty': 'l2', 'clf__l1_ratio': np.float64(0.2), 'clf__C': np.float64(17.012542798525857)}",0.890625,0.6545454545454545,0.7666666666666666,0.65625,0.7333333333333334,0.7402840909090909,0.08690176578318232,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.042751407623291014,0.003621531375710171,0.009664964675903321,0.0013495484844627094,l2,0.7000000000000001,9.426684551178845,"{'clf__penalty': 'l2', 'clf__l1_ratio': np.float64(0.7000000000000001), 'clf__C': np.float64(9.426684551178845)}",0.890625,0.6727272727272727,0.7666666666666666,0.65625,0.75,0.7472537878787879,0.0833973583249129,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.036342191696166995,0.006657601568115115,0.010350561141967774,0.001277955668672922,l1,0.7000000000000001,0.0024244620170823282,"{'clf__penalty': 'l1', 'clf__l1_ratio': np.float64(0.7000000000000001), 'clf__C': np.float64(0.0024244620170823282)}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,15,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0,80,0.03347282409667969,0.0011210713308198127,0.010457944869995118,0.0024959502663901606,l1,0.1,0.062355073412739125,"{'clf__penalty': 'l1', 'clf__l1_ratio': np.float64(0.1), 'clf__C': np.float64(0.062355073412739125)}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,15,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0,80,0.09035692214965821,0.012537703118925094,0.005217599868774414,0.001199251220416236,elasticnet,0.5,55.41020330009481,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': np.float64(0.5), 'clf__C': np.float64(55.41020330009481)}",0.890625,0.6363636363636364,0.7833333333333333,0.640625,0.7333333333333334,0.7368560606060606,0.09505427666909784,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.028863811492919923,0.0052522282113847555,0.006616449356079102,0.0013195846520567597,l2,0.0,0.019144819761699575,"{'clf__penalty': 'l2', 'clf__l1_ratio': np.float64(0.0), 'clf__C': np.float64(0.019144819761699575)}",0.78125,0.7636363636363637,0.7,0.734375,0.75,0.7458522727272727,0.027642848371969623,4,0.9391025641025641,0.8769230769230769,0.9375,0.9385714285714286,0.9613636363636364,0.9306921411921412,0.028323199724293598
