iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__penalty,param_clf__l1_ratio,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,80,0.14888472557067872,0.01595500991101792,0.01607832908630371,0.005194398636602934,l1,0.1,22.854638641349883,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.1, 'clf__C': 22.854638641349883}",0.828125,0.6181818181818182,0.7666666666666666,0.625,0.7333333333333334,0.7142613636363636,0.08157677805937869,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.05904684066772461,0.014539892326852719,0.018230581283569337,0.004903856037904491,elasticnet,0.0,2.154434690031882,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.0, 'clf__C': 2.154434690031882}",0.859375,0.7272727272727273,0.7166666666666666,0.625,0.7666666666666666,0.7389962121212121,0.07601038310797009,7,1.0,0.9969230769230769,1.0,1.0,1.0,0.9993846153846153,0.0012307692307692351
0,80,0.16076312065124512,0.020089370981657213,0.012946462631225586,0.003660870669772184,l1,0.2,100.0,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.2, 'clf__C': 100.0}",0.890625,0.6363636363636364,0.7833333333333333,0.640625,0.7333333333333334,0.7368560606060606,0.09505427666909784,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.09275708198547364,0.015231349487883733,0.011698198318481446,0.002247680819949698,elasticnet,0.2,22.854638641349883,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.2, 'clf__C': 22.854638641349883}",0.890625,0.6545454545454545,0.7666666666666666,0.640625,0.7333333333333334,0.7371590909090908,0.0900899132223852,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.04928708076477051,0.003941033392682068,0.012050390243530273,0.0007759170516613464,l2,0.2,17.012542798525857,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.2, 'clf__C': 17.012542798525857}",0.890625,0.6545454545454545,0.7666666666666666,0.65625,0.7333333333333334,0.7402840909090909,0.08690176578318232,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.04859323501586914,0.007919366590645148,0.011974239349365234,0.0028264084530625557,l2,0.7000000000000001,9.426684551178845,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.7000000000000001, 'clf__C': 9.426684551178845}",0.890625,0.6727272727272727,0.7666666666666666,0.65625,0.75,0.7472537878787879,0.0833973583249129,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.03574028015136719,0.00604266075806946,0.011216354370117188,0.002426261275961167,l1,0.7000000000000001,0.0024244620170823282,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.7000000000000001, 'clf__C': 0.0024244620170823282}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,15,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0,80,0.0320467472076416,0.004403070539876931,0.010331487655639649,0.0012663048726513123,l1,0.1,0.062355073412739125,"{'clf__penalty': 'l1', 'clf__l1_ratio': 0.1, 'clf__C': 0.062355073412739125}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,15,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0,80,0.0814432144165039,0.008687001451159158,0.007041454315185547,0.0009575087827374229,elasticnet,0.5,55.41020330009481,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.5, 'clf__C': 55.41020330009481}",0.890625,0.6363636363636364,0.7833333333333333,0.640625,0.7333333333333334,0.7368560606060606,0.09505427666909784,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,80,0.02572784423828125,0.0014372586442644162,0.007183218002319336,0.0012273010149200844,l2,0.0,0.019144819761699575,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.0, 'clf__C': 0.019144819761699575}",0.78125,0.7636363636363637,0.7,0.734375,0.75,0.7458522727272727,0.027642848371969623,4,0.9391025641025641,0.8769230769230769,0.9375,0.9385714285714286,0.9613636363636364,0.9306921411921412,0.028323199724293598
1,240,0.04639921188354492,0.007029442570192472,0.010636854171752929,0.0019204112821208654,elasticnet,0.0,2.154434690031882,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.0, 'clf__C': 2.154434690031882}",0.8693284936479129,0.8361344537815126,0.61328125,0.6462962962962963,0.7232323232323232,0.737654563391609,0.10105381515037165,8,0.9206370272063702,0.9057540884312538,0.9481088254810882,0.9424894957983194,0.919442761962447,0.9272864397758959,0.01571040917650977
1,240,0.08888497352600097,0.009423367623231817,0.009052228927612305,0.0015895762530876531,l2,0.2,17.012542798525857,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.2, 'clf__C': 17.012542798525857}",0.852994555353902,0.838235294117647,0.583984375,0.6314814814814815,0.688888888888889,0.7191169189683839,0.10859734524172163,13,0.925149303251493,0.9126589945487583,0.9540809555408095,0.9503676470588236,0.932404603270745,0.934932300734126,0.015512042803625854
1,240,0.031751060485839845,0.0032481947703373176,0.009721183776855468,0.0008876498666596819,l2,0.0,0.019144819761699575,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.0, 'clf__C': 0.019144819761699575}",0.8384754990925589,0.8004201680672268,0.69140625,0.6740740740740742,0.7212121212121212,0.7451176224891962,0.06368301966567236,5,0.8337093563370935,0.8136886735311932,0.8783012607830126,0.8834033613445378,0.8368261659600242,0.8491857635911723,0.02709567644685562
1,240,0.06094613075256348,0.00554750738794087,0.0063342094421386715,0.0016404776691297182,l2,0.7000000000000001,9.426684551178845,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.7000000000000001, 'clf__C': 9.426684551178845}",0.8566243194192378,0.8277310924369747,0.587890625,0.638888888888889,0.692929292929293,0.7208128437348789,0.1049129275634084,12,0.9255474452554745,0.9118110236220471,0.9516921035169211,0.9486607142857144,0.930587522713507,0.9336597618787328,0.014851327320925685
2,720,0.06857810020446778,0.01918951885315587,0.008731365203857422,0.0036420956148408984,elasticnet,0.0,2.154434690031882,"{'clf__penalty': 'elasticnet', 'clf__l1_ratio': 0.0, 'clf__C': 2.154434690031882}",0.7976190476190477,0.8100391434492287,0.7211363636363637,0.6858076563958916,0.7586980920314254,0.7546600606263913,0.04646098342386063,2,0.833762223365929,0.83932193567082,0.8498544155825528,0.8598615182022854,0.8514181963744495,0.8468436578392075,0.009242899822990766
2,720,0.027170991897583006,0.001881189391058432,0.009663534164428712,0.0005041216251512113,l2,0.0,0.019144819761699575,"{'clf__penalty': 'l2', 'clf__l1_ratio': 0.0, 'clf__C': 0.019144819761699575}",0.8092903828197946,0.7837900069076674,0.751590909090909,0.6981792717086834,0.7865319865319865,0.7658765114118082,0.0385209057552983,1,0.8040258477726311,0.8126485076789337,0.8190306803023565,0.8312730979992354,0.8152055812889576,0.8164367430084228,0.008907780270562743
